run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max
General-1-20201009-16:28:26-15040,statistic,FairNetwork.user[7],userThroughputTotalStat:stats,,,,1,,3760.9368421053,Inf,3760.9368421053,3760.9368421053
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[7],userThroughputTotalStat:stats,,,,,,,,,
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[7],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[7],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-1-20201009-16:28:26-15040,statistic,FairNetwork.user[7],userThroughputStat:stats,,,,190001,,3760.917047805,19376.240390558,0,356000
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[7],userThroughputStat:stats,,,,,,,,,
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[7],userThroughputStat:stats,source,userThroughput,,,,,,,
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[7],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-1-20201009-16:28:26-15040,statistic,FairNetwork.user[7],packetDelayStat:stats,,,,9441,,0.00025092828973763,0.00014370696628205,1.9005e-008,0.000499934318
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[7],packetDelayStat:stats,,,,,,,,,
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[7],packetDelayStat:stats,source,packetDelay,,,,,,,
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[7],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-1-20201009-16:28:26-15040,statistic,FairNetwork.user[8],userThroughputTotalStat:stats,,,,1,,3835.3473684211,0,3835.3473684211,3835.3473684211
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[8],userThroughputTotalStat:stats,,,,,,,,,
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[8],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[8],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-1-20201009-16:28:26-15040,statistic,FairNetwork.user[8],userThroughputStat:stats,,,,190001,,3835.3271824885,19719.624171299,0,318000
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[8],userThroughputStat:stats,,,,,,,,,
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[8],userThroughputStat:stats,source,userThroughput,,,,,,,
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[8],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-1-20201009-16:28:26-15040,statistic,FairNetwork.user[8],packetDelayStat:stats,,,,9541,,0.00025042595450445,0.00014525465972127,2.4947e-008,0.000499975814
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[8],packetDelayStat:stats,,,,,,,,,
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[8],packetDelayStat:stats,source,packetDelay,,,,,,,
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[8],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-1-20201009-16:28:26-15040,statistic,FairNetwork.user[9],userThroughputTotalStat:stats,,,,1,,3841.1263157895,0,3841.1263157895,3841.1263157895
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[9],userThroughputTotalStat:stats,,,,,,,,,
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[9],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[9],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-1-20201009-16:28:26-15040,statistic,FairNetwork.user[9],userThroughputStat:stats,,,,190001,,3841.1060994416,19711.46914244,0,288000
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[9],userThroughputStat:stats,,,,,,,,,
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[9],userThroughputStat:stats,source,userThroughput,,,,,,,
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[9],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-1-20201009-16:28:26-15040,statistic,FairNetwork.user[9],packetDelayStat:stats,,,,9571,,0.00025140166125138,0.0001445947120509,2.2928e-008,0.000499938056
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[9],packetDelayStat:stats,,,,,,,,,
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[9],packetDelayStat:stats,source,packetDelay,,,,,,,
General-1-20201009-16:28:26-15040,attr,FairNetwork.user[9],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.antenna,packetQueueStat:stats,,,,190001,,0,0,0,0
General-0-20201009-16:28:09-10220,attr,FairNetwork.antenna,packetQueueStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.antenna,packetQueueStat:stats,source,packetQueue,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.antenna,packetQueueStat:stats,title,"Packet In Queue, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[0],userThroughputTotalStat:stats,,,,1,,76128.242105263,Inf,76128.242105263,76128.242105263
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[0],userThroughputTotalStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[0],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[0],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[0],userThroughputStat:stats,,,,190001,,76127.841432414,87715.182948222,0,772000
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[0],userThroughputStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[0],userThroughputStat:stats,source,userThroughput,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[0],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[0],packetDelayStat:stats,,,,190246,,0.00025018929256096,0.00014443325115593,4.124e-009,0.000499994749
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[0],packetDelayStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[0],packetDelayStat:stats,source,packetDelay,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[0],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[1],userThroughputTotalStat:stats,,,,1,,76239.431578947,Inf,76239.431578947,76239.431578947
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[1],userThroughputTotalStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[1],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[1],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[1],userThroughputStat:stats,,,,190001,,76239.030320893,87648.436747069,0,698000
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[1],userThroughputStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[1],userThroughputStat:stats,source,userThroughput,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[1],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[1],packetDelayStat:stats,,,,190479,,0.00025001098012395,0.00014432847111756,1.605e-009,0.000499999375
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[1],packetDelayStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[1],packetDelayStat:stats,source,packetDelay,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[1],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[2],userThroughputTotalStat:stats,,,,1,,76039.884210526,0,76039.884210526,76039.884210526
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[2],userThroughputTotalStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[2],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[2],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[2],userThroughputStat:stats,,,,190001,,76039.484002716,87743.055859319,0,752000
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[2],userThroughputStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[2],userThroughputStat:stats,source,userThroughput,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[2],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[2],packetDelayStat:stats,,,,189971,,0.00025053162383556,0.00014470513778116,2.43e-010,0.000499995268
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[2],packetDelayStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[2],packetDelayStat:stats,source,packetDelay,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[2],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[3],userThroughputTotalStat:stats,,,,1,,75730.021052632,0,75730.021052632,75730.021052632
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[3],userThroughputTotalStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[3],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[3],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[3],userThroughputStat:stats,,,,190001,,75729.622475671,87466.888958226,0,954000
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[3],userThroughputStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[3],userThroughputStat:stats,source,userThroughput,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[3],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[3],packetDelayStat:stats,,,,189208,,0.00024982686052125,0.00014421008349628,7.482e-009,0.000499995024
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[3],packetDelayStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[3],packetDelayStat:stats,source,packetDelay,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[3],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[4],userThroughputTotalStat:stats,,,,1,,76035.863157895,0,76035.863157895,76035.863157895
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[4],userThroughputTotalStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[4],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[4],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[4],userThroughputStat:stats,,,,190001,,76035.462971248,87691.31064948,0,774000
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[4],userThroughputStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[4],userThroughputStat:stats,source,userThroughput,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[4],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[4],packetDelayStat:stats,,,,190221,,0.00025018784615512,0.0001445427310678,1.24e-009,0.00049999678
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[4],packetDelayStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[4],packetDelayStat:stats,source,packetDelay,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[4],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[5],userThroughputTotalStat:stats,,,,1,,75803.178947368,Inf,75803.178947368,75803.178947368
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[5],userThroughputTotalStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[5],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[5],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[5],userThroughputStat:stats,,,,190001,,75802.779985368,87249.766634332,0,780000
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[5],userThroughputStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[5],userThroughputStat:stats,source,userThroughput,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[5],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[5],packetDelayStat:stats,,,,189816,,0.00025015300524824,0.00014455929245925,4.873e-009,0.000499995594
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[5],packetDelayStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[5],packetDelayStat:stats,source,packetDelay,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[5],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[6],userThroughputTotalStat:stats,,,,1,,76448.421052632,0,76448.421052632,76448.421052632
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[6],userThroughputTotalStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[6],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[6],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[6],userThroughputStat:stats,,,,190001,,76448.018694638,87846.700170379,0,774000
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[6],userThroughputStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[6],userThroughputStat:stats,source,userThroughput,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[6],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[6],packetDelayStat:stats,,,,191259,,0.0002498683396185,0.00014439425740718,3.325e-009,0.000499999062
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[6],packetDelayStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[6],packetDelayStat:stats,source,packetDelay,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[6],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[7],userThroughputTotalStat:stats,,,,1,,76027.494736842,Inf,76027.494736842,76027.494736842
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[7],userThroughputTotalStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[7],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[7],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[7],userThroughputStat:stats,,,,190001,,76027.094594239,87523.843022676,0,808000
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[7],userThroughputStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[7],userThroughputStat:stats,source,userThroughput,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[7],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[7],packetDelayStat:stats,,,,189817,,0.00024956546272887,0.00014413134254713,1.395e-009,0.000499999286
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[7],packetDelayStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[7],packetDelayStat:stats,source,packetDelay,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[7],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[8],userThroughputTotalStat:stats,,,,1,,76078.126315789,Inf,76078.126315789,76078.126315789
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[8],userThroughputTotalStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[8],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[8],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[8],userThroughputStat:stats,,,,190001,,76077.725906706,87720.766194839,0,804000
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[8],userThroughputStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[8],userThroughputStat:stats,source,userThroughput,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[8],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[8],packetDelayStat:stats,,,,190710,,0.00025043383569549,0.00014425570078569,1.744e-009,0.000499998189
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[8],packetDelayStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[8],packetDelayStat:stats,source,packetDelay,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[8],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[9],userThroughputTotalStat:stats,,,,1,,75884.957894737,0,75884.957894737,75884.957894737
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[9],userThroughputTotalStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[9],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[9],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[9],userThroughputStat:stats,,,,190001,,75884.558502324,87365.288057678,0,738000
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[9],userThroughputStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[9],userThroughputStat:stats,source,userThroughput,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[9],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-0-20201009-16:28:09-10220,statistic,FairNetwork.user[9],packetDelayStat:stats,,,,190115,,0.00025008828147156,0.00014442469210649,1.361e-009,0.000499998912
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[9],packetDelayStat:stats,,,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[9],packetDelayStat:stats,source,packetDelay,,,,,,,
General-0-20201009-16:28:09-10220,attr,FairNetwork.user[9],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-3-20201009-16:28:48-18336,statistic,FairNetwork.antenna,packetQueueStat:stats,,,,63333,,0,0,0,0
General-3-20201009-16:28:48-18336,attr,FairNetwork.antenna,packetQueueStat:stats,,,,,,,,,
General-3-20201009-16:28:48-18336,attr,FairNetwork.antenna,packetQueueStat:stats,source,packetQueue,,,,,,,
General-3-20201009-16:28:48-18336,attr,FairNetwork.antenna,packetQueueStat:stats,title,"Packet In Queue, stats",,,,,,,
General-3-20201009-16:28:48-18336,statistic,FairNetwork.user[0],userThroughputTotalStat:stats,,,,1,,3773.9473684211,0,3773.9473684211,3773.9473684211
General-3-20201009-16:28:48-18336,attr,FairNetwork.user[0],userThroughputTotalStat:stats,,,,,,,,,
General-3-20201009-16:28:48-18336,attr,FairNetwork.user[0],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
